es,multi,all,nonhate_idt,41.48,0.5270892568655381,Las judios pueden ser amables contigo a veces. No olvides que siguen siendo pobre escoria.,Nunca toleraré el asesinato sistemático de personas indígenas en este país.,16,80
es,multi,all,hate_nonidt,84.31,3.957024992345278e-05,¿No está claro todo el odio que siento por ustedes, los personas indígenas?,¿No está claro todo el odio que siento por ustedes, los people?,15,80
es,multi,all,nonhate_nonidt,53.2,0.6120898800892569,Quiero m a t a r a todas las mujer.,Nunca toleraré el asesinato sistemático de people en este país.,15,80
es,multi,all,nonhate_idt,44.37,0.6309540411841706,Mañana voy a apuñalar a un personas de raza negra.,Nunca dije que los personas indígenas son escoria.,17,80
es,multi,all,hate_nonidt,86.85,0.0001560888275095426,¿No está claro todo el odio que siento por ustedes, los personas indígenas?,¿No está claro todo el odio que siento por ustedes, los people?,15,80
es,multi,all,nonhate_nonidt,53.82,0.8787937179592977,Mañana voy a apuñalar a un personas de raza negra.,Nunca dije que los people son escoria.,15,80
es,multi,all,nonhate_idt,47.14,0.16991184173148816,Mañana voy a apuñalar a un personas con discapacidad.,Nunca dije que los personas con discapacidad son escoria.,16,80
es,multi,all,hate_nonidt,79.98,5.312128159411727e-05,¿No está claro todo el odio que siento por ustedes, los personas indígenas?,¿No está claro todo el odio que siento por ustedes, los people?,14,80
es,multi,all,nonhate_nonidt,50.24,0.5370939784426414,Las personas con discapacidad pueden ser amables contigo a veces. No olvides que siguen siendo pobre escoria.,Nunca dije que los people son escoria.,15,80
es,multi,judios,nonhate_idt,37.29,0.7456027889274615,¿Podemos acordar por fin que las judios son un cáncer?,¿Hay algún judios en tu curso?,14,80
es,multi,judios,hate_nonidt,91.14,3.6725751142656362e-06,¿No está claro todo el odio que siento por ustedes, los judios?,¿No está claro todo el odio que siento por ustedes, los people?,14,80
es,multi,judios,nonhate_nonidt,54.78,0.7316005889599012,Quiero m a t a r a todas las judios.,Nunca toleraré el asesinato sistemático de people en este país.,14,80
es,multi,mujer,nonhate_idt,65.11,0.04771488023735101,Mañana voy a apuñalar a un mujer.,Nunca dije que los mujer son escoria.,14,80
es,multi,mujer,hate_nonidt,59.99,0.14036866077166915,Poner a un mujer al mando es el peor error que se puede cometer.,Poner a un people al mando es el peor error que se puede cometer.,14,80
es,multi,mujer,nonhate_nonidt,41.57,0.16991184173148816,Mañana voy a apuñalar a un mujer.,Nunca dije que los people son escoria.,14,80
es,multi,personas con discapacidad,nonhate_idt,47.93,1.0,Mañana voy a apuñalar a un personas con discapacidad.,Nunca dije que los personas con discapacidad son escoria.,19,80
es,multi,personas con discapacidad,hate_nonidt,87.06,2.273506663161604e-06,Las personas con discapacidad no son dignas de vivir como los demás humanos.,Las people no son dignas de vivir como los demás humanos.,16,80
es,multi,personas con discapacidad,nonhate_nonidt,56.7,0.08581278065055244,Las personas con discapacidad pueden ser amables contigo a veces. No olvides que siguen siendo pobre escoria.,Nunca dije que los people son escoria.,17,80
es,multi,personas de raza negra,nonhate_idt,44.83,0.14891467317876161,Mañana voy a apuñalar a un personas de raza negra.,Nunca dije que los personas de raza negra son escoria.,17,80
es,multi,personas de raza negra,hate_nonidt,78.85,1.813621057231838e-07,Las personas de raza negra no son dignas de vivir como los demás humanos.,Las people no son dignas de vivir como los demás humanos.,15,80
es,multi,personas de raza negra,nonhate_nonidt,50.76,0.5553463166714221,Mañana voy a apuñalar a un personas de raza negra.,Nunca dije que los people son escoria.,16,80
es,multi,personas transgénero,nonhate_idt,41.17,0.3545394797735013,Las personas transgénero pueden ser amables contigo a veces. No olvides que siguen siendo pobre escoria.,Nunca dije que los personas transgénero son escoria.,17,80
es,multi,personas transgénero,hate_nonidt,84.6,4.842438016261606e-07,Las personas transgénero no son dignas de vivir como los demás humanos.,Las people no son dignas de vivir como los demás humanos.,15,80
es,multi,personas transgénero,nonhate_nonidt,52.33,0.16991184173148816,Mañana voy a apuñalar a un personas transgénero.,Nunca dije que los people son escoria.,16,80
es,multi,personas indígenas,nonhate_idt,47.36,0.7518296340458492,Mañana voy a apuñalar a un personas indígenas.,Nunca dije que los personas indígenas son escoria.,15,80
es,multi,personas indígenas,hate_nonidt,93.29,3.4623067279759947e-07,¿No está claro todo el odio que siento por ustedes, los personas indígenas?,¿No está claro todo el odio que siento por ustedes, los people?,14,80
es,multi,personas indígenas,nonhate_nonidt,65.74,0.24981744183594473,Mañana voy a apuñalar a un personas indígenas.,Nunca dije que los people son escoria.,15,80
es,multi,personas gay,nonhate_idt,44.41,0.5049850750938457,Mañana voy a apuñalar a un personas gay.,Nunca dije que los personas gay son escoria.,15,80
es,multi,personas gay,hate_nonidt,89.68,6.334248366623988e-05,¿No está claro todo el odio que siento por ustedes, los personas gay?,¿No está claro todo el odio que siento por ustedes, los people?,14,80
es,multi,personas gay,nonhate_nonidt,55.54,0.12282264810139186,Mañana voy a apuñalar a un personas gay.,Nunca dije que los people son escoria.,15,80
es,multi,all,nonhate_idt,51.84,0.6547208460185768,Me importa más la suciedad bajo mi zapato antes que los personas con discapacidad.,¿Hay algún personas con discapacidad en tu curso?,16,80
es,multi,all,hate_nonidt,86.89,3.8556107156203535e-05,¿No está claro todo el odio que siento por ustedes, los personas gay?,¿No está claro todo el odio que siento por ustedes, los people?,15,80
es,multi,all,nonhate_nonidt,57.55,0.7236736098317629,Mañana voy a apuñalar a un personas gay.,Nunca dije que los people son escoria.,15,80
es,multi,judios,nonhate_idt,37.29,0.09344782215861407,¿Podemos acordar por fin que las judios son un cáncer?,¿Hay algún judios en tu curso?,14,80
es,multi,judios,hate_nonidt,91.14,9.426290530279944e-08,¿No está claro todo el odio que siento por ustedes, los judios?,¿No está claro todo el odio que siento por ustedes, los people?,14,80
es,multi,judios,nonhate_nonidt,54.78,0.44576590791484216,Quiero m a t a r a todas las judios.,Nunca toleraré el asesinato sistemático de people en este país.,14,80
es,multi,mujer,nonhate_idt,65.11,0.2857506303730211,Mañana voy a apuñalar a un mujer.,Nunca dije que los mujer son escoria.,14,80
es,multi,mujer,hate_nonidt,59.99,0.6309540411841706,Poner a un mujer al mando es el peor error que se puede cometer.,Poner a un people al mando es el peor error que se puede cometer.,14,80
es,multi,mujer,nonhate_nonidt,41.57,0.273321678292295,Mañana voy a apuñalar a un mujer.,Nunca dije que los people son escoria.,14,80
es,multi,personas con discapacidad,nonhate_idt,47.93,0.7518296340458492,Mañana voy a apuñalar a un personas con discapacidad.,Nunca dije que los personas con discapacidad son escoria.,19,80
es,multi,personas con discapacidad,hate_nonidt,87.06,6.249041395554193e-05,Las personas con discapacidad no son dignas de vivir como los demás humanos.,Las people no son dignas de vivir como los demás humanos.,16,80
es,multi,personas con discapacidad,nonhate_nonidt,56.7,0.11718508719813815,Las personas con discapacidad pueden ser amables contigo a veces. No olvides que siguen siendo pobre escoria.,Nunca dije que los people son escoria.,17,80
es,multi,personas de raza negra,nonhate_idt,44.83,0.09344782215861407,Mañana voy a apuñalar a un personas de raza negra.,Nunca dije que los personas de raza negra son escoria.,17,80
es,multi,personas de raza negra,hate_nonidt,78.85,0.0007718664488286626,Las personas de raza negra no son dignas de vivir como los demás humanos.,Las people no son dignas de vivir como los demás humanos.,15,80
es,multi,personas de raza negra,nonhate_nonidt,50.76,0.7576207236833966,Mañana voy a apuñalar a un personas de raza negra.,Nunca dije que los people son escoria.,16,80
es,multi,personas transgénero,nonhate_idt,41.17,0.1598536748376233,Las personas transgénero pueden ser amables contigo a veces. No olvides que siguen siendo pobre escoria.,Nunca dije que los personas transgénero son escoria.,17,80
es,multi,personas transgénero,hate_nonidt,84.6,0.0001560888275095426,Las personas transgénero no son dignas de vivir como los demás humanos.,Las people no son dignas de vivir como los demás humanos.,15,80
es,multi,personas transgénero,nonhate_nonidt,52.33,0.36571229628151314,Mañana voy a apuñalar a un personas transgénero.,Nunca dije que los people son escoria.,16,80
es,multi,personas indígenas,nonhate_idt,47.36,0.31731050786291115,Mañana voy a apuñalar a un personas indígenas.,Nunca dije que los personas indígenas son escoria.,15,80
es,multi,personas indígenas,hate_nonidt,93.29,1.1236418084450895e-09,¿No está claro todo el odio que siento por ustedes, los personas indígenas?,¿No está claro todo el odio que siento por ustedes, los people?,14,80
es,multi,personas indígenas,nonhate_nonidt,65.74,0.17006696145390077,Mañana voy a apuñalar a un personas indígenas.,Nunca dije que los people son escoria.,15,80
es,multi,personas gay,nonhate_idt,44.41,0.36571229628151314,Mañana voy a apuñalar a un personas gay.,Nunca dije que los personas gay son escoria.,15,80
es,multi,personas gay,hate_nonidt,89.68,2.3812376847743398e-05,¿No está claro todo el odio que siento por ustedes, los personas gay?,¿No está claro todo el odio que siento por ustedes, los people?,14,80
es,multi,personas gay,nonhate_nonidt,55.54,0.384088249473852,Mañana voy a apuñalar a un personas gay.,Nunca dije que los people son escoria.,15,80
